feature,importance
bollinger_lower,0.050213274
Close_FFD,0.046358876
ma_spread,0.044839136
price_to_sma200,0.04443559
volume_ratio,0.0442658
macd,0.044256374
rsi,0.04402461
ma21,0.043639984
volatility_21d,0.043323155
atr,0.043263026
vix_change_1d,0.04315375
vix_close,0.042493764
stochastic_oscillator,0.042414162
bollinger_upper,0.041879058
return_5d,0.041130148
return_1d,0.04041622
atr_ratio,0.039472308
neutral,0.039064284
vix_ma5,0.03898464
return_21d,0.037913635
rsi_slope,0.03701736
ma7,0.03606676
sma200,0.03573146
mean_sentiment_score,0.035642706
negative,0.0
positive,0.0
