feature,importance
mean_sentiment_score,0.05084229
return_5d,0.048939228
rsi,0.047960933
atr,0.046351478
price_to_sma200,0.046146143
macd,0.04558943
stochastic_oscillator,0.045308433
vix_close,0.045014985
vix_ma5,0.044876624
bollinger_upper,0.044575106
vix_change_1d,0.0444913
rsi_slope,0.04422995
return_21d,0.04301987
ma7,0.042520784
Close_FFD,0.04227074
volume_ratio,0.04151622
volatility_21d,0.040799607
return_1d,0.040394846
atr_ratio,0.040093374
ma21,0.03938923
ma_spread,0.039302558
sma200,0.038416162
bollinger_lower,0.037950747
positive,0.0
negative,0.0
neutral,0.0
