feature,importance
mean_sentiment_score,0.05332322
sma200,0.052605856
bollinger_lower,0.047378566
rsi_slope,0.046800207
macd,0.046099883
atr,0.045870338
rsi,0.04583976
stochastic_oscillator,0.045434263
Close_FFD,0.04471441
vix_ma5,0.04402149
return_21d,0.04330676
vix_change_1d,0.042999465
return_1d,0.04258738
volume_ratio,0.04234305
atr_ratio,0.042216457
return_5d,0.041702818
ma21,0.041394327
ma_spread,0.04042478
vix_close,0.0393635
ma7,0.03917518
price_to_sma200,0.038444683
bollinger_upper,0.03760697
volatility_21d,0.036346678
positive,0.0
negative,0.0
neutral,0.0
