feature,importance
price_to_sma200,0.06032369
bollinger_lower,0.0517771
vix_close,0.050905406
stochastic_oscillator,0.047686208
volume_ratio,0.04717983
rsi,0.04649929
vix_ma5,0.045880206
macd,0.044921633
return_21d,0.04458862
ma21,0.04440202
rsi_slope,0.043245167
return_1d,0.04209707
return_5d,0.041787267
volatility_21d,0.04113246
ma7,0.040701896
bollinger_upper,0.04021078
atr_ratio,0.039733026
ma_spread,0.039480362
vix_change_1d,0.03939627
sma200,0.03906039
atr,0.0389666
Close_FFD,0.0355609
mean_sentiment_score,0.0344638
positive,0.0
negative,0.0
neutral,0.0
