feature,importance
mean_sentiment_score,0.04851707
sma200,0.0478015
return_1d,0.047673933
bollinger_upper,0.04699747
stochastic_oscillator,0.04629868
ma_spread,0.045914557
rsi_slope,0.045316014
bollinger_lower,0.04503008
return_21d,0.044814587
Close_FFD,0.044579156
volume_ratio,0.044576515
vix_ma5,0.044500403
rsi,0.043262463
vix_change_1d,0.043042924
atr_ratio,0.042577915
atr,0.041617405
vix_close,0.041560423
ma7,0.04102084
return_5d,0.040159788
macd,0.039683193
price_to_sma200,0.03892431
volatility_21d,0.03812754
ma21,0.038003292
positive,0.0
negative,0.0
neutral,0.0
