feature,importance
bollinger_upper,0.056925695
neutral,0.052436188
rsi_slope,0.047676653
Close_FFD,0.043951336
ma21,0.043697253
vix_close,0.043515515
return_21d,0.043416273
macd,0.04300357
ma_spread,0.042493924
volatility_21d,0.042011537
atr,0.04197048
vix_ma5,0.04192935
price_to_sma200,0.041755658
stochastic_oscillator,0.040234964
mean_sentiment_score,0.03994386
return_1d,0.039885312
return_5d,0.038528804
rsi,0.03840784
vix_change_1d,0.03801581
ma7,0.03759123
volume_ratio,0.03680183
atr_ratio,0.0365146
bollinger_lower,0.03636024
sma200,0.032932058
negative,0.0
positive,0.0
