feature,importance
macd,0.054459162
Close_FFD,0.051837455
return_5d,0.051450655
bollinger_upper,0.049857896
sma200,0.049632687
atr_ratio,0.048818033
return_21d,0.04838109
ma21,0.04789787
price_to_sma200,0.04710563
vix_change_1d,0.04594989
volatility_21d,0.0454555
rsi,0.0453625
volume_ratio,0.04519517
rsi_slope,0.044802457
vix_ma5,0.04283857
vix_close,0.041920085
atr,0.041398145
ma7,0.041191828
ma_spread,0.040782366
stochastic_oscillator,0.03980595
bollinger_lower,0.03970568
return_1d,0.03615141
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
