feature,importance
return_1d,0.04851077
ma7,0.04809674
rsi_slope,0.048077304
bollinger_lower,0.046407003
volatility_21d,0.044421826
atr_ratio,0.043443933
macd,0.04263698
ma_spread,0.0423924
rsi,0.042294938
atr,0.04221222
bollinger_upper,0.04207207
return_5d,0.041679706
vix_ma5,0.040906195
Close_FFD,0.040662646
vix_close,0.0403946
mean_sentiment_score,0.040357724
volume_ratio,0.040129356
price_to_sma200,0.03956176
return_21d,0.039422113
ma21,0.038967054
stochastic_oscillator,0.038124323
sma200,0.03667513
neutral,0.036505204
vix_change_1d,0.03604811
negative,0.0
positive,0.0
