feature,importance
vix_ma5,0.05120654
ma_spread,0.04911993
ma21,0.048611965
bollinger_upper,0.04834265
return_21d,0.046576716
bollinger_lower,0.04613163
Close_FFD,0.04583971
vix_change_1d,0.045614913
macd,0.0446761
ma7,0.04361671
atr,0.04361438
vix_close,0.042587016
price_to_sma200,0.042438477
return_5d,0.042272363
atr_ratio,0.042105414
volatility_21d,0.041629363
stochastic_oscillator,0.040688254
rsi,0.040435676
return_1d,0.03977262
volume_ratio,0.039676163
sma200,0.039477803
rsi_slope,0.038599983
neutral,0.03696562
mean_sentiment_score,0.0
negative,0.0
positive,0.0
