feature,importance
bollinger_upper,0.04962203
Close_FFD,0.049480222
macd,0.04779891
ma21,0.047385607
atr,0.045524154
return_21d,0.045244746
price_to_sma200,0.045192804
rsi_slope,0.04515852
ma7,0.043571215
atr_ratio,0.042429026
return_5d,0.04231802
volatility_21d,0.042146813
vix_ma5,0.041897457
return_1d,0.040737122
vix_change_1d,0.040346723
bollinger_lower,0.040085856
stochastic_oscillator,0.03951503
volume_ratio,0.03944842
vix_close,0.03919739
rsi,0.03759989
neutral,0.03677534
ma_spread,0.036434226
mean_sentiment_score,0.03231795
sma200,0.02977251
negative,0.0
positive,0.0
