feature,importance
vix_close,0.050214723
vix_ma5,0.049203243
ma_spread,0.0484754
return_1d,0.04720111
sma200,0.04665455
return_21d,0.04579893
Close_FFD,0.045673005
macd,0.044974215
volatility_21d,0.04465425
stochastic_oscillator,0.044553775
rsi_slope,0.044168767
rsi,0.043610748
atr_ratio,0.04280674
vix_change_1d,0.042432822
bollinger_upper,0.042272635
return_5d,0.04183233
price_to_sma200,0.041068748
ma21,0.041064657
volume_ratio,0.040607035
atr,0.039870277
mean_sentiment_score,0.038570896
bollinger_lower,0.038206045
ma7,0.036085118
positive,0.0
negative,0.0
neutral,0.0
