feature,importance
volume_ratio,0.048755813
atr_ratio,0.04871861
bollinger_upper,0.046710335
ma21,0.0464704
rsi_slope,0.045624875
vix_close,0.04436515
bollinger_lower,0.044301968
price_to_sma200,0.044075023
Close_FFD,0.043685827
ma_spread,0.043541204
vix_ma5,0.043481197
return_5d,0.043442346
stochastic_oscillator,0.042890765
vix_change_1d,0.04147726
return_21d,0.041474234
ma7,0.041427363
sma200,0.040709734
macd,0.039710212
return_1d,0.03835052
atr,0.037224654
volatility_21d,0.037216935
rsi,0.03553528
neutral,0.03306825
mean_sentiment_score,0.027742049
negative,0.0
positive,0.0
