feature,importance
return_5d,0.04801938
sma200,0.04765547
atr_ratio,0.04626702
bollinger_upper,0.04625924
return_21d,0.045644015
ma_spread,0.04498293
ma21,0.04494112
rsi,0.044702448
stochastic_oscillator,0.044575747
ma7,0.044453494
vix_ma5,0.04430006
return_1d,0.043505937
rsi_slope,0.043434426
macd,0.0431041
price_to_sma200,0.042816587
atr,0.040500842
Close_FFD,0.040459257
volatility_21d,0.040085398
vix_change_1d,0.039841514
vix_close,0.039831888
volume_ratio,0.03845629
bollinger_lower,0.034534328
mean_sentiment_score,0.029515626
neutral,0.022112934
negative,0.0
positive,0.0
