feature,importance
price_to_sma200,0.050817035
atr_ratio,0.049539734
atr,0.047366444
volume_ratio,0.046528775
sma200,0.04642668
rsi_slope,0.04640096
return_5d,0.046065584
vix_ma5,0.045772772
ma7,0.045706958
vix_close,0.045364764
stochastic_oscillator,0.045144968
return_1d,0.044889502
volatility_21d,0.04402191
vix_change_1d,0.04363803
Close_FFD,0.04315586
bollinger_lower,0.042520992
macd,0.04187818
ma_spread,0.041856114
rsi,0.04147229
return_21d,0.036353026
bollinger_upper,0.036323387
ma21,0.036316328
mean_sentiment_score,0.03243966
positive,0.0
negative,0.0
neutral,0.0
