feature,importance
macd,0.04898847
atr_ratio,0.04862602
volatility_21d,0.04841135
bollinger_lower,0.04731564
price_to_sma200,0.04635199
bollinger_upper,0.046254545
vix_ma5,0.044935714
atr,0.044833045
ma_spread,0.044769928
vix_change_1d,0.044764806
return_21d,0.044199865
return_1d,0.043953586
vix_close,0.043315254
Close_FFD,0.042739328
rsi,0.042287286
rsi_slope,0.041931566
stochastic_oscillator,0.041648474
volume_ratio,0.041628648
ma21,0.041404206
sma200,0.040054545
return_5d,0.040021278
mean_sentiment_score,0.036136154
ma7,0.03542831
positive,0.0
negative,0.0
neutral,0.0
