feature,importance
atr,0.050352048
return_5d,0.048921768
return_1d,0.04786754
price_to_sma200,0.047742438
ma7,0.047606103
vix_ma5,0.04735558
ma21,0.046813894
macd,0.04677752
atr_ratio,0.046496544
sma200,0.04643678
Close_FFD,0.046275023
volatility_21d,0.045833107
bollinger_lower,0.04534037
ma_spread,0.045217477
stochastic_oscillator,0.044744827
rsi,0.043806784
vix_close,0.043762296
bollinger_upper,0.043724496
return_21d,0.043413818
rsi_slope,0.042701356
volume_ratio,0.041943956
vix_change_1d,0.036866263
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
