feature,importance
atr,0.048701547
macd,0.047346644
Close_FFD,0.04581964
return_5d,0.045548532
rsi,0.04435446
ma_spread,0.04347808
sma200,0.0424082
stochastic_oscillator,0.04227724
atr_ratio,0.04180542
vix_ma5,0.041432705
return_21d,0.041002665
volatility_21d,0.03990697
vix_close,0.039645787
bollinger_upper,0.03961165
mean_sentiment_score,0.03935957
volume_ratio,0.039330713
vix_change_1d,0.03910691
bollinger_lower,0.038682215
rsi_slope,0.038371053
ma21,0.037437618
ma7,0.03581214
return_1d,0.034726534
price_to_sma200,0.03401334
neutral,0.0305996
negative,0.029220724
positive,0.0
