feature,importance
Close_FFD,0.04667962
volatility_21d,0.046046417
vix_ma5,0.045414414
neutral,0.04495023
atr,0.04461393
ma7,0.04396701
stochastic_oscillator,0.043938227
sma200,0.043838233
atr_ratio,0.04294827
bollinger_upper,0.042691603
vix_change_1d,0.042554952
volume_ratio,0.042536315
ma21,0.04220474
bollinger_lower,0.041781038
return_1d,0.041665997
rsi,0.041226767
macd,0.040631235
vix_close,0.040390205
price_to_sma200,0.03874653
rsi_slope,0.038720973
return_5d,0.037390236
return_21d,0.036730077
mean_sentiment_score,0.03517494
ma_spread,0.035158046
negative,0.0
positive,0.0
