feature,importance
rsi,0.0486334
ma7,0.0467815
vix_change_1d,0.046442322
rsi_slope,0.04538232
return_1d,0.045021623
macd,0.04478421
sma200,0.04435758
vix_ma5,0.043275904
stochastic_oscillator,0.043046877
atr,0.042984612
bollinger_lower,0.042762853
volume_ratio,0.042615656
return_5d,0.042128388
mean_sentiment_score,0.041947503
vix_close,0.041823097
bollinger_upper,0.04162409
ma_spread,0.04077092
price_to_sma200,0.039695688
ma21,0.039264232
return_21d,0.039216377
volatility_21d,0.038358655
atr_ratio,0.03530696
Close_FFD,0.03381834
neutral,0.029956903
negative,0.0
positive,0.0
