feature,importance
mean_sentiment_score,0.054972183
ma7,0.049428396
ma21,0.04912323
volatility_21d,0.048690207
sma200,0.046119574
bollinger_lower,0.044918027
return_21d,0.04458281
atr,0.044443786
Close_FFD,0.0443765
rsi_slope,0.0442696
return_5d,0.0435911
atr_ratio,0.043006428
rsi,0.042292506
return_1d,0.041411128
stochastic_oscillator,0.041356206
vix_ma5,0.040762875
volume_ratio,0.04068781
vix_close,0.040300127
macd,0.040129878
price_to_sma200,0.039459992
vix_change_1d,0.038914654
bollinger_upper,0.03886482
ma_spread,0.03829818
positive,0.0
negative,0.0
neutral,0.0
