feature,importance
vix_ma5,0.05138478
volume_ratio,0.04892772
atr_ratio,0.048031494
sma200,0.04758801
stochastic_oscillator,0.04620454
price_to_sma200,0.046158455
bollinger_lower,0.045470674
vix_change_1d,0.04483802
macd,0.04449709
vix_close,0.04447258
ma7,0.044293504
ma_spread,0.044195075
ma21,0.043043386
return_1d,0.042953983
rsi_slope,0.042642105
negative,0.04041327
return_21d,0.040088642
atr,0.03935747
volatility_21d,0.039001573
rsi,0.03895866
Close_FFD,0.038715784
bollinger_upper,0.03765996
return_5d,0.034117844
mean_sentiment_score,0.00698547
positive,0.0
neutral,0.0
