feature,importance
ma21,0.048759036
bollinger_upper,0.04780864
mean_sentiment_score,0.047223657
rsi,0.045359515
bollinger_lower,0.045300405
price_to_sma200,0.044932265
sma200,0.043958165
ma7,0.043822993
atr_ratio,0.042172655
return_21d,0.042138137
Close_FFD,0.041994985
rsi_slope,0.040764928
macd,0.040749446
volatility_21d,0.040711623
vix_change_1d,0.040409602
atr,0.040326823
vix_ma5,0.04031618
stochastic_oscillator,0.040290806
volume_ratio,0.039603844
vix_close,0.038854446
return_1d,0.03817442
return_5d,0.037685614
ma_spread,0.036800154
neutral,0.03184164
negative,0.0
positive,0.0
