feature,importance
volatility_21d,0.04752457
vix_change_1d,0.046585474
Close_FFD,0.04617941
ma21,0.045479514
return_21d,0.045043867
vix_close,0.044999775
price_to_sma200,0.04421321
rsi,0.04394372
bollinger_lower,0.043576002
return_5d,0.04267723
bollinger_upper,0.041493904
stochastic_oscillator,0.04137812
ma_spread,0.04132481
neutral,0.041291855
ma7,0.041126873
vix_ma5,0.040956747
macd,0.040636275
atr_ratio,0.040378094
rsi_slope,0.040372092
volume_ratio,0.039833993
sma200,0.038257744
return_1d,0.03805006
mean_sentiment_score,0.035408113
atr,0.029268531
negative,0.0
positive,0.0
