feature,importance
return_1d,0.048980825
stochastic_oscillator,0.048440475
ma_spread,0.047155667
volume_ratio,0.046958927
ma7,0.04632263
Close_FFD,0.046226572
ma21,0.04612221
vix_change_1d,0.045558423
macd,0.045081522
rsi,0.044940725
vix_close,0.044922285
mean_sentiment_score,0.044886623
atr,0.044716865
atr_ratio,0.044480965
bollinger_upper,0.04391586
rsi_slope,0.04258075
vix_ma5,0.041756883
sma200,0.041500285
return_21d,0.041384153
volatility_21d,0.03825067
bollinger_lower,0.037225597
price_to_sma200,0.03467528
return_5d,0.033915814
positive,0.0
negative,0.0
neutral,0.0
