feature,importance
sma200,0.054642584
return_21d,0.052584555
Close_FFD,0.048357014
rsi,0.047635306
ma_spread,0.04681373
atr_ratio,0.04635552
volatility_21d,0.04570217
vix_change_1d,0.04471602
vix_ma5,0.044541713
stochastic_oscillator,0.04410158
volume_ratio,0.044022728
return_1d,0.043901384
price_to_sma200,0.043658156
ma21,0.04323794
ma7,0.042849697
vix_close,0.041326553
return_5d,0.041314382
bollinger_upper,0.041028783
macd,0.04048469
atr,0.039627742
bollinger_lower,0.03645118
rsi_slope,0.034960892
mean_sentiment_score,0.0316857
positive,0.0
negative,0.0
neutral,0.0
