feature,importance
ma21,0.062111933
bollinger_upper,0.054508932
Close_FFD,0.05026927
return_1d,0.047785938
vix_ma5,0.045348305
macd,0.044627804
price_to_sma200,0.0445121
return_21d,0.0442864
atr,0.044275593
vix_close,0.04404501
ma7,0.043835897
rsi,0.04368636
sma200,0.04276473
bollinger_lower,0.042596217
vix_change_1d,0.04167949
atr_ratio,0.041223165
return_5d,0.041135624
stochastic_oscillator,0.039671887
volume_ratio,0.03958886
rsi_slope,0.039222434
volatility_21d,0.036673453
ma_spread,0.03666086
mean_sentiment_score,0.02948973
positive,0.0
negative,0.0
neutral,0.0
