feature,importance
ma7,0.051009085
atr_ratio,0.04841146
ma_spread,0.04808574
rsi,0.04700391
vix_change_1d,0.046496052
volatility_21d,0.04600475
ma21,0.04597836
macd,0.044246443
return_21d,0.043921903
rsi_slope,0.042957477
Close_FFD,0.042921722
bollinger_upper,0.04275729
atr,0.042698823
price_to_sma200,0.042275064
vix_close,0.041649505
vix_ma5,0.041559614
volume_ratio,0.040567115
bollinger_lower,0.03981874
sma200,0.03883361
return_5d,0.03855645
stochastic_oscillator,0.03855405
return_1d,0.038008515
neutral,0.031071123
mean_sentiment_score,0.01661316
negative,0.0
positive,0.0
