feature,importance
sma200,0.05162169
bollinger_lower,0.049662143
stochastic_oscillator,0.04772227
return_1d,0.047682945
price_to_sma200,0.04587289
vix_close,0.045692015
vix_change_1d,0.045444436
ma7,0.044936158
rsi,0.04484802
volume_ratio,0.043800104
rsi_slope,0.04312069
return_5d,0.04294237
ma_spread,0.042881574
return_21d,0.041868728
ma21,0.041719843
macd,0.041693904
atr,0.041675042
vix_ma5,0.041453872
Close_FFD,0.041396815
atr_ratio,0.04090751
volatility_21d,0.039387576
mean_sentiment_score,0.037979614
bollinger_upper,0.03568973
positive,0.0
negative,0.0
neutral,0.0
