feature,importance
Close_FFD,0.05349271
ma7,0.051601786
price_to_sma200,0.051320873
macd,0.04835426
vix_ma5,0.048133016
volume_ratio,0.047023837
bollinger_lower,0.046086762
vix_change_1d,0.04598921
vix_close,0.045576066
ma_spread,0.045410648
rsi,0.045408767
sma200,0.044957545
atr,0.04471698
rsi_slope,0.044467486
return_5d,0.044287737
atr_ratio,0.043886516
return_1d,0.043629467
return_21d,0.0428587
stochastic_oscillator,0.04284391
volatility_21d,0.040425584
ma21,0.040149912
bollinger_upper,0.03937821
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
