feature,importance
Close_FFD,0.049365364
macd,0.048192106
stochastic_oscillator,0.047976166
atr,0.047735356
ma7,0.04675627
volatility_21d,0.046510108
price_to_sma200,0.044670608
return_5d,0.044595946
neutral,0.043945923
return_1d,0.043194406
rsi_slope,0.04317574
bollinger_lower,0.043093488
ma_spread,0.042207252
sma200,0.04182523
vix_change_1d,0.041627888
vix_ma5,0.041366152
return_21d,0.04042333
ma21,0.039640743
volume_ratio,0.039620917
atr_ratio,0.03919823
bollinger_upper,0.038491257
vix_close,0.038289662
rsi,0.034153137
mean_sentiment_score,0.013944765
negative,0.0
positive,0.0
