feature,importance
volatility_21d,0.052511245
atr_ratio,0.048932824
atr,0.04887591
rsi,0.048252903
volume_ratio,0.046698727
Close_FFD,0.045417577
ma_spread,0.044518214
sma200,0.044443008
return_1d,0.04242523
return_21d,0.042276315
return_5d,0.042239714
macd,0.04152235
vix_change_1d,0.041250594
stochastic_oscillator,0.040506534
bollinger_upper,0.040159743
price_to_sma200,0.03998306
vix_ma5,0.03989469
vix_close,0.039792314
bollinger_lower,0.03961511
mean_sentiment_score,0.037509203
ma21,0.037156556
rsi_slope,0.036355916
ma7,0.031433646
neutral,0.0282286
negative,0.0
positive,0.0
