feature,importance
atr,0.056182332
vix_ma5,0.05494007
volatility_21d,0.04956921
sma200,0.04880544
vix_close,0.04802603
ma_spread,0.04652968
vix_change_1d,0.04573096
return_5d,0.045300186
bollinger_lower,0.04524044
stochastic_oscillator,0.044066258
atr_ratio,0.042949542
rsi,0.04280126
bollinger_upper,0.042121097
price_to_sma200,0.041947287
macd,0.041838866
ma21,0.041710585
return_21d,0.04159622
volume_ratio,0.040764507
ma7,0.04014163
Close_FFD,0.03892674
rsi_slope,0.03890834
return_1d,0.036442775
mean_sentiment_score,0.025460511
positive,0.0
negative,0.0
neutral,0.0
