feature,importance
bollinger_lower,0.053800758
ma21,0.05207387
sma200,0.05053025
ma7,0.04844426
return_1d,0.04675096
atr_ratio,0.046481464
price_to_sma200,0.046154495
return_5d,0.046067752
return_21d,0.046060372
macd,0.046007846
rsi,0.045928754
ma_spread,0.04550434
vix_ma5,0.045237154
atr,0.044904232
volume_ratio,0.04424809
bollinger_upper,0.04420797
Close_FFD,0.044031687
rsi_slope,0.04290213
vix_change_1d,0.04175983
vix_close,0.04023273
stochastic_oscillator,0.039810967
volatility_21d,0.038860064
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
