feature,importance
volume_ratio,0.048575167
return_21d,0.048076555
ma21,0.047717005
bollinger_upper,0.045696277
atr,0.045257315
stochastic_oscillator,0.04519481
return_1d,0.04467176
rsi,0.043975484
atr_ratio,0.043914597
vix_change_1d,0.04320772
vix_ma5,0.042722043
rsi_slope,0.04250014
sma200,0.042328063
ma7,0.04219239
return_5d,0.041957498
volatility_21d,0.041386623
mean_sentiment_score,0.04112655
ma_spread,0.040520392
Close_FFD,0.039249495
vix_close,0.038985692
bollinger_lower,0.03846149
macd,0.037972428
price_to_sma200,0.034343123
neutral,0.01996734
negative,0.0
positive,0.0
