feature,importance
sma200,0.05742052
atr_ratio,0.04623014
bollinger_upper,0.04619804
macd,0.045931324
rsi,0.04562409
return_21d,0.04543267
atr,0.045344595
vix_change_1d,0.044680126
bollinger_lower,0.044662677
price_to_sma200,0.042849742
stochastic_oscillator,0.0426157
ma21,0.0423862
vix_close,0.041960876
vix_ma5,0.04141555
rsi_slope,0.041371893
volatility_21d,0.04107595
volume_ratio,0.040736753
return_5d,0.039292112
return_1d,0.038916342
Close_FFD,0.038836867
ma7,0.037559055
ma_spread,0.034116294
neutral,0.032299433
mean_sentiment_score,0.023043029
negative,0.0
positive,0.0
