feature,importance
atr_ratio,0.048798535
return_1d,0.045813937
bollinger_lower,0.04573688
atr,0.045204345
ma21,0.045010917
ma7,0.044811506
return_5d,0.044256635
return_21d,0.044212844
macd,0.04378373
volume_ratio,0.0429451
rsi,0.042101085
vix_change_1d,0.04209239
volatility_21d,0.041977026
price_to_sma200,0.041736946
bollinger_upper,0.04104123
ma_spread,0.041031968
vix_close,0.040788773
vix_ma5,0.039566454
rsi_slope,0.038733464
mean_sentiment_score,0.037572883
stochastic_oscillator,0.037486367
sma200,0.036628254
Close_FFD,0.03438091
neutral,0.034287773
negative,0.0
positive,0.0
