feature,importance
return_21d,0.051762547
volatility_21d,0.050251074
rsi_slope,0.04910162
price_to_sma200,0.048178725
ma_spread,0.047341857
bollinger_lower,0.04694358
stochastic_oscillator,0.046571918
macd,0.046531998
Close_FFD,0.045305636
ma21,0.044656355
return_1d,0.04453628
volume_ratio,0.04378158
atr_ratio,0.043330997
vix_change_1d,0.043168828
atr,0.04273974
ma7,0.041994516
return_5d,0.0416667
sma200,0.041212484
bollinger_upper,0.041130733
rsi,0.039655183
vix_close,0.03947606
vix_ma5,0.03558289
neutral,0.025078686
mean_sentiment_score,0.0
negative,0.0
positive,0.0
