feature,importance
bollinger_lower,0.05555139
ma21,0.05296139
bollinger_upper,0.047885202
atr,0.047645897
return_5d,0.047233142
atr_ratio,0.046676025
rsi_slope,0.046109963
vix_change_1d,0.04591651
macd,0.045579486
vix_close,0.044776008
volatility_21d,0.044315573
vix_ma5,0.042990375
ma7,0.042889792
rsi,0.042817194
price_to_sma200,0.04269116
return_1d,0.04257991
stochastic_oscillator,0.04166007
return_21d,0.041410137
ma_spread,0.04094203
sma200,0.039134912
volume_ratio,0.03771028
Close_FFD,0.035384227
mean_sentiment_score,0.025139302
positive,0.0
negative,0.0
neutral,0.0
