feature,importance
ma_spread,0.050369468
stochastic_oscillator,0.04968486
return_1d,0.049401823
volume_ratio,0.04897615
rsi,0.048201475
Close_FFD,0.04814292
bollinger_upper,0.047525425
atr_ratio,0.04690483
return_21d,0.046882644
volatility_21d,0.0462103
ma21,0.04504604
vix_change_1d,0.043682303
sma200,0.043590687
bollinger_lower,0.042375285
price_to_sma200,0.04212142
vix_close,0.04117886
macd,0.040223755
ma7,0.039428864
vix_ma5,0.038004935
rsi_slope,0.03631497
return_5d,0.03526448
atr,0.034443088
mean_sentiment_score,0.024975935
neutral,0.011049513
negative,0.0
positive,0.0
