feature,importance
atr,0.05220657
volatility_21d,0.046380073
vix_close,0.045458715
return_1d,0.045450255
atr_ratio,0.045107808
return_21d,0.045094416
bollinger_lower,0.04455125
return_5d,0.04432176
ma21,0.04410077
vix_ma5,0.044039506
sma200,0.043976087
Close_FFD,0.043774806
macd,0.043760885
rsi_slope,0.043664854
ma_spread,0.042863492
rsi,0.042142138
volume_ratio,0.04092292
stochastic_oscillator,0.040726595
vix_change_1d,0.040128253
bollinger_upper,0.03842752
price_to_sma200,0.037690297
ma7,0.036749855
mean_sentiment_score,0.0328782
neutral,0.015582973
negative,0.0
positive,0.0
