feature,importance
ma21,0.051233225
return_21d,0.050795972
macd,0.050599635
stochastic_oscillator,0.05055923
volatility_21d,0.049680565
volume_ratio,0.048697356
price_to_sma200,0.048661035
vix_change_1d,0.047726773
rsi,0.0476794
return_5d,0.04759191
ma_spread,0.047245707
rsi_slope,0.046458606
bollinger_upper,0.044357046
Close_FFD,0.044123307
vix_close,0.043231588
atr,0.042274397
ma7,0.0416392
return_1d,0.04159572
vix_ma5,0.041531906
atr_ratio,0.039382495
bollinger_lower,0.03899167
sma200,0.035943273
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
