feature,importance
stochastic_oscillator,0.05036093
sma200,0.047528923
price_to_sma200,0.046812467
atr_ratio,0.04666319
Close_FFD,0.04556207
bollinger_lower,0.0452962
volatility_21d,0.044878893
rsi,0.04466649
vix_close,0.04435725
return_1d,0.043666203
volume_ratio,0.043249078
return_21d,0.04297451
vix_ma5,0.042708013
ma21,0.042486526
atr,0.042386264
vix_change_1d,0.041831613
macd,0.041653078
bollinger_upper,0.041532584
return_5d,0.038956985
ma7,0.03799945
rsi_slope,0.037915654
ma_spread,0.036483265
neutral,0.032658737
mean_sentiment_score,0.017371546
negative,0.0
positive,0.0
