feature,importance
volume_ratio,0.053115472
return_5d,0.049515735
volatility_21d,0.04866421
sma200,0.04731287
ma_spread,0.04724668
return_21d,0.046380837
Close_FFD,0.046075284
ma21,0.045133866
vix_ma5,0.044878032
bollinger_upper,0.044740412
vix_change_1d,0.043845396
atr,0.043518543
atr_ratio,0.04318469
price_to_sma200,0.043120515
bollinger_lower,0.04289458
ma7,0.04141431
rsi,0.040573727
return_1d,0.04038079
stochastic_oscillator,0.03932598
macd,0.039172005
rsi_slope,0.03911575
vix_close,0.037733007
mean_sentiment_score,0.03265736
positive,0.0
negative,0.0
neutral,0.0
