feature,importance
macd,0.050658002
atr,0.050244223
atr_ratio,0.04894591
return_21d,0.047270685
ma21,0.04691862
return_5d,0.04659002
vix_ma5,0.046001364
rsi,0.045498036
ma_spread,0.04483233
stochastic_oscillator,0.044540174
rsi_slope,0.044333078
volume_ratio,0.04418959
volatility_21d,0.044030834
vix_close,0.043778688
sma200,0.042898957
bollinger_upper,0.042827044
price_to_sma200,0.04257657
vix_change_1d,0.042124588
Close_FFD,0.040830903
bollinger_lower,0.0394068
return_1d,0.038813572
ma7,0.034793805
mean_sentiment_score,0.027896201
positive,0.0
negative,0.0
neutral,0.0
