,Open,Close,sma200,rsi,atr,prob_up,cash,holdings,borrowed_margin,total,signal,stop_loss,benchmark
2020-07-27 00:00:00+00:00,31.67,31.5,,,,0.5806451612903226,10000.0,0.0,0.0,10000.0,0,0.0,10000.0
2020-07-28 00:00:00+00:00,31.39,31.35,,,,0.5796555768113621,10000.0,0.0,0.0,10000.0,0,0.0,9952.381
2020-07-29 00:00:00+00:00,31.35,31.56,,,,0.5806451612903226,10000.0,0.0,0.0,10000.0,0,0.0,10019.047
2020-07-30 00:00:00+00:00,30.79,30.51,,,,0.5652173913043478,10000.0,0.0,0.0,10000.0,0,0.0,9685.714
2020-07-31 00:00:00+00:00,30.34,30.74,,,,0.5652173913043478,10000.0,0.0,0.0,10000.0,0,0.0,9758.7295
2020-08-03 00:00:00+00:00,30.68,30.55,,,,0.5806451612903226,10000.0,0.0,0.0,10000.0,0,0.0,9698.412
2020-08-04 00:00:00+00:00,30.5,30.31,,,,0.5806451612903226,10000.0,0.0,0.0,10000.0,0,0.0,9622.222
2020-08-05 00:00:00+00:00,30.57,30.73,,,,0.5806451612903226,10000.0,0.0,0.0,10000.0,0,0.0,9755.555
2020-08-06 00:00:00+00:00,30.63,30.61,,,,0.5652173913043478,10000.0,0.0,0.0,10000.0,0,0.0,9717.459
2020-08-07 00:00:00+00:00,30.45,31.56,,,,0.5806451612903226,10000.0,0.0,0.0,10000.0,0,0.0,10019.046
2020-08-10 00:00:00+00:00,31.76,32.39,,,,0.5806451612903226,10000.0,0.0,0.0,10000.0,0,0.0,10282.538
2020-08-11 00:00:00+00:00,33.08,32.87,,,,0.5806451612903226,10000.0,0.0,0.0,10000.0,0,0.0,10434.918
2020-08-12 00:00:00+00:00,33.43,32.53,,,,0.46875,10000.0,0.0,0.0,10000.0,0,0.0,10326.981
2020-08-13 00:00:00+00:00,32.16,32.61,,59.88484,,0.5806451612903226,10000.0,0.0,0.0,10000.0,0,0.0,10352.379
2020-08-14 00:00:00+00:00,32.4,32.91,,60.491493,0.7778571,0.6666666666666666,-10.0,9995.002498750626,0.0,9985.002498750626,1,,10447.616
2020-08-17 00:00:00+00:00,32.79,32.39,,62.611805,0.79285717,0.6788786291631133,-10.0,9837.07491366164,0.0,9827.07491366164,0,,10282.538
2020-08-18 00:00:00+00:00,32.72,32.34,,58.72483,0.81,0.6666666666666666,-10.0,9821.890000615636,0.0,9811.890000615636,0,,10266.665
2020-08-19 00:00:00+00:00,32.21,32.24,,56.724136,0.795,0.7828631217574109,-10.0,9791.519634783668,0.0,9781.519634783668,0,,10234.92
2020-08-20 00:00:00+00:00,31.75,31.94,,67.83505,0.7335714,0.5806451612903226,-10.0,9700.407207113672,0.0,9690.407207113672,0,,10139.681
2020-08-21 00:00:00+00:00,31.87,31.72,,62.19512,0.73214287,0.658216269674399,-10.0,9633.591070439908,0.0,9623.591070439908,0,,10069.839
2020-08-24 00:00:00+00:00,31.79,32.54,,61.81818,0.73714286,0.99,-10.0,9882.631438659679,0.0,9872.631438659679,0,,10330.156
2020-08-25 00:00:00+00:00,32.88,32.3,,70.16275,0.7664286,0.99,-10.0,9809.741122442576,0.0,9799.741122442576,0,,10253.965
2020-08-26 00:00:00+00:00,32.08,31.75,,64.6729,0.76785713,0.99,-10.0,9642.702273812421,0.0,9632.702273812421,0,,10079.361
