feature,importance
ma21,0.059782006
Close_FFD,0.05053293
bollinger_lower,0.04806142
rsi,0.04526837
rsi_slope,0.045011245
return_1d,0.044445794
ma7,0.044370864
volatility_21d,0.04434495
return_5d,0.04424786
ma_spread,0.044175494
vix_change_1d,0.04385832
macd,0.043345608
price_to_sma200,0.043198902
bollinger_upper,0.042962678
volume_ratio,0.042469982
return_21d,0.04081967
vix_close,0.04039356
atr,0.039930526
sma200,0.039594278
atr_ratio,0.038843226
mean_sentiment_score,0.038810734
stochastic_oscillator,0.038029198
vix_ma5,0.03750233
positive,0.0
negative,0.0
neutral,0.0
