feature,importance
ma21,0.049902722
ma7,0.047434647
mean_sentiment_score,0.045784127
stochastic_oscillator,0.045372434
return_21d,0.045078516
ma_spread,0.04435696
atr_ratio,0.044163305
bollinger_lower,0.04324623
macd,0.043208685
sma200,0.042895366
price_to_sma200,0.042455487
vix_ma5,0.042188346
volatility_21d,0.041312065
rsi,0.041092675
return_5d,0.040868282
atr,0.040796343
volume_ratio,0.03969231
bollinger_upper,0.03963052
vix_change_1d,0.03930372
return_1d,0.038990397
neutral,0.038405545
vix_close,0.038256843
rsi_slope,0.03804718
Close_FFD,0.027517306
negative,0.0
positive,0.0
