feature,importance
vix_ma5,0.052936986
macd,0.049408715
Close_FFD,0.04791172
atr_ratio,0.047664504
volatility_21d,0.047454458
rsi,0.047050197
price_to_sma200,0.046894677
return_21d,0.046348583
ma21,0.046308745
atr,0.04579939
vix_change_1d,0.045596194
return_5d,0.045357965
stochastic_oscillator,0.04519624
volume_ratio,0.044824038
rsi_slope,0.043617282
sma200,0.043443777
ma_spread,0.043034364
ma7,0.042927124
bollinger_upper,0.042569652
bollinger_lower,0.042390883
vix_close,0.041676085
return_1d,0.041588392
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
