feature,importance
neutral,0.057153165
ma21,0.05175638
return_21d,0.049714904
volume_ratio,0.047467817
ma_spread,0.047310036
stochastic_oscillator,0.046876986
ma7,0.046165194
price_to_sma200,0.045997143
vix_close,0.04566437
rsi_slope,0.04428693
rsi,0.042844556
macd,0.041776713
volatility_21d,0.040699113
bollinger_lower,0.040367275
Close_FFD,0.03990566
atr,0.03952638
return_1d,0.039107762
vix_ma5,0.038548965
sma200,0.038425133
bollinger_upper,0.038329784
atr_ratio,0.03693772
vix_change_1d,0.03683476
return_5d,0.036212582
mean_sentiment_score,0.008090682
negative,0.0
positive,0.0
