feature,importance
volatility_21d,0.047389537
ma_spread,0.0470171
neutral,0.045466315
vix_ma5,0.045169614
price_to_sma200,0.043929957
atr_ratio,0.043700624
return_21d,0.04352873
sma200,0.043381143
rsi,0.04300044
return_1d,0.042884402
ma21,0.04269424
rsi_slope,0.042528663
vix_close,0.042161014
vix_change_1d,0.04198648
atr,0.04163952
macd,0.04061075
volume_ratio,0.03934329
Close_FFD,0.039052136
return_5d,0.038779095
stochastic_oscillator,0.038611125
bollinger_upper,0.03802516
bollinger_lower,0.037799757
ma7,0.03732064
mean_sentiment_score,0.033980243
negative,0.0
positive,0.0
