feature,importance
volatility_21d,0.05226891
ma_spread,0.05056976
ma21,0.049998295
vix_ma5,0.049288657
return_1d,0.04920804
bollinger_upper,0.04870335
ma7,0.047032725
stochastic_oscillator,0.04675133
return_21d,0.04633517
atr_ratio,0.046244815
macd,0.04599157
sma200,0.04458819
rsi_slope,0.043969456
vix_change_1d,0.043798454
atr,0.043672014
return_5d,0.04349858
rsi,0.0433555
bollinger_lower,0.04300761
vix_close,0.04287743
volume_ratio,0.04282332
price_to_sma200,0.04196672
Close_FFD,0.03405011
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
