feature,importance
neutral,0.049515456
bollinger_upper,0.047144912
stochastic_oscillator,0.046769172
bollinger_lower,0.045311105
ma_spread,0.04375857
volume_ratio,0.043603405
sma200,0.04349907
macd,0.043377623
atr,0.043254294
ma21,0.042425428
volatility_21d,0.042363215
return_1d,0.041927375
vix_close,0.041662436
return_21d,0.04105406
vix_change_1d,0.040807024
price_to_sma200,0.0401254
return_5d,0.039410047
atr_ratio,0.039351255
rsi,0.03857971
ma7,0.03847127
Close_FFD,0.038114015
rsi_slope,0.03791654
vix_ma5,0.03726335
mean_sentiment_score,0.034295317
negative,0.0
positive,0.0
