feature,importance
ma_spread,0.049376428
Close_FFD,0.04903413
ma21,0.048050392
bollinger_lower,0.0476855
bollinger_upper,0.04674241
return_21d,0.046573147
ma7,0.04653826
sma200,0.045665275
vix_close,0.04503426
return_5d,0.044662215
rsi,0.04455737
volatility_21d,0.044283777
rsi_slope,0.044253666
atr,0.044143986
stochastic_oscillator,0.0437529
vix_change_1d,0.042345256
price_to_sma200,0.042070683
volume_ratio,0.04171288
macd,0.041130327
vix_ma5,0.040642552
return_1d,0.040503882
atr_ratio,0.03977231
mean_sentiment_score,0.021468408
positive,0.0
negative,0.0
neutral,0.0
