feature,importance
bollinger_upper,0.053339023
return_5d,0.05248905
Close_FFD,0.05139427
return_21d,0.050138053
volatility_21d,0.04881516
price_to_sma200,0.047811955
stochastic_oscillator,0.047326732
rsi_slope,0.04602778
rsi,0.045948863
ma7,0.04557493
ma_spread,0.04536485
atr_ratio,0.045315612
sma200,0.04523373
bollinger_lower,0.04403316
vix_ma5,0.043852825
macd,0.043463282
ma21,0.043120086
vix_close,0.042229235
atr,0.04048748
vix_change_1d,0.040417228
return_1d,0.03916779
volume_ratio,0.038448922
mean_sentiment_score,0.0
positive,0.0
negative,0.0
neutral,0.0
