feature,importance
volume_ratio,0.04794191
atr,0.04791454
ma21,0.04735645
return_21d,0.046813305
atr_ratio,0.046044543
sma200,0.045691065
ma_spread,0.045206785
Close_FFD,0.044760894
price_to_sma200,0.044469275
return_5d,0.044145465
volatility_21d,0.043955464
vix_ma5,0.043108102
macd,0.04236631
bollinger_lower,0.041663706
stochastic_oscillator,0.041493386
vix_change_1d,0.041254114
rsi_slope,0.04123629
bollinger_upper,0.039606404
mean_sentiment_score,0.03796713
return_1d,0.037393995
rsi,0.035920966
vix_close,0.035307467
ma7,0.031885993
neutral,0.026496505
negative,0.0
positive,0.0
