feature,importance
volatility_21d,0.05390594
stochastic_oscillator,0.051056344
vix_ma5,0.04912059
sma200,0.04797103
vix_change_1d,0.047863185
ma_spread,0.047810882
atr,0.046257168
rsi,0.04574759
bollinger_lower,0.04572512
macd,0.04519475
return_1d,0.0448371
Close_FFD,0.044008765
vix_close,0.044001948
volume_ratio,0.043895733
price_to_sma200,0.042855635
return_21d,0.042238995
bollinger_upper,0.041789126
ma21,0.041146796
return_5d,0.04107479
atr_ratio,0.039803747
rsi_slope,0.038828354
ma7,0.02893389
neutral,0.02593255
mean_sentiment_score,0.0
negative,0.0
positive,0.0
