feature,importance
vix_close,0.051863354
atr_ratio,0.048791245
stochastic_oscillator,0.047659937
Close_FFD,0.047159128
volatility_21d,0.04630471
bollinger_lower,0.046195526
vix_change_1d,0.045541875
ma7,0.045471642
vix_ma5,0.04346183
return_5d,0.043455247
bollinger_upper,0.04316702
rsi_slope,0.042340517
macd,0.04163287
price_to_sma200,0.041630093
volume_ratio,0.040003527
return_21d,0.039891206
return_1d,0.03897872
ma_spread,0.0380107
atr,0.037706275
ma21,0.03641385
mean_sentiment_score,0.03420394
sma200,0.03394562
neutral,0.033393145
rsi,0.032778036
negative,0.0
positive,0.0
