feature,importance
ma21,0.047536656
vix_change_1d,0.047510795
macd,0.047015417
sma200,0.047007844
volatility_21d,0.046079945
vix_close,0.04561834
bollinger_lower,0.04488329
price_to_sma200,0.04454505
return_5d,0.044541102
return_1d,0.044539966
Close_FFD,0.04451941
vix_ma5,0.043959968
rsi_slope,0.043288846
bollinger_upper,0.042893678
return_21d,0.04260201
atr,0.041640174
rsi,0.04144551
volume_ratio,0.04133537
ma_spread,0.04023138
atr_ratio,0.039048214
stochastic_oscillator,0.03702362
ma7,0.030136494
neutral,0.02990592
mean_sentiment_score,0.022691045
negative,0.0
positive,0.0
