feature,importance
return_5d,0.05264866
volatility_21d,0.046560675
atr,0.046441544
rsi,0.045889188
atr_ratio,0.04537239
stochastic_oscillator,0.045083165
macd,0.04485783
price_to_sma200,0.04475883
volume_ratio,0.0440849
bollinger_lower,0.04393438
sma200,0.043669753
rsi_slope,0.043582253
Close_FFD,0.042951673
vix_ma5,0.04227551
bollinger_upper,0.042206246
return_1d,0.041927055
ma_spread,0.04131407
vix_close,0.041238245
mean_sentiment_score,0.04110283
vix_change_1d,0.041013304
ma21,0.040917378
return_21d,0.04091307
ma7,0.03725708
positive,0.0
negative,0.0
neutral,0.0
