feature,importance
ma21,0.048325993
Close_FFD,0.047993857
rsi,0.04739972
bollinger_lower,0.04722535
vix_ma5,0.046278063
vix_close,0.045223415
ma_spread,0.04397952
sma200,0.043645762
volatility_21d,0.043261405
price_to_sma200,0.04201622
return_21d,0.041456193
atr_ratio,0.041319307
return_5d,0.04114981
ma7,0.04060883
vix_change_1d,0.03995406
volume_ratio,0.03984222
atr,0.03977155
bollinger_upper,0.03839953
rsi_slope,0.03836292
stochastic_oscillator,0.037341848
return_1d,0.037330333
mean_sentiment_score,0.037121907
neutral,0.036662597
macd,0.035329577
negative,0.0
positive,0.0
