feature,importance
ma7,0.04896406
return_21d,0.048938856
ma21,0.04591357
bollinger_upper,0.04455399
bollinger_lower,0.044273574
Close_FFD,0.043993507
sma200,0.04350862
vix_change_1d,0.04319736
vix_close,0.043149557
stochastic_oscillator,0.04193847
rsi_slope,0.041758213
macd,0.041436315
neutral,0.04124269
vix_ma5,0.040879983
return_1d,0.040309608
rsi,0.040034242
atr,0.039888855
ma_spread,0.039835114
atr_ratio,0.03976163
volatility_21d,0.038943615
return_5d,0.037648372
volume_ratio,0.037443824
price_to_sma200,0.036656298
mean_sentiment_score,0.035729762
negative,0.0
positive,0.0
