feature,importance
volatility_21d,0.04685253
vix_ma5,0.045544144
vix_close,0.04515928
ma7,0.04437055
return_21d,0.0442851
ma21,0.043691397
rsi_slope,0.04212213
price_to_sma200,0.042077605
neutral,0.0414791
bollinger_lower,0.041267876
bollinger_upper,0.040594984
rsi,0.040552195
return_5d,0.040262308
atr,0.039902695
Close_FFD,0.039329223
vix_change_1d,0.039225377
atr_ratio,0.038731612
macd,0.03854801
return_1d,0.038180787
stochastic_oscillator,0.03812327
sma200,0.03774944
volume_ratio,0.037547663
ma_spread,0.036921848
mean_sentiment_score,0.029713927
negative,0.02776693
positive,0.0
