,Open,Close,sma200,rsi,atr,prob_up,cash,holdings,borrowed_margin,total,signal,stop_loss,benchmark
2016-09-19 00:00:00+00:00,51.14,50.96,,,,0.4824561403508772,10000.0,0.0,0.0,10000.0,0,0.0,10000.0
2016-09-20 00:00:00+00:00,51.09,50.31,,,,0.4824561403508772,10000.0,0.0,0.0,10000.0,0,0.0,9872.449
2016-09-21 00:00:00+00:00,50.47,50.23,,,,0.4824561403508772,10000.0,0.0,0.0,10000.0,0,0.0,9856.75
2016-09-22 00:00:00+00:00,50.68,51.04,,,,0.4824561403508772,10000.0,0.0,0.0,10000.0,0,0.0,10015.698
2016-09-23 00:00:00+00:00,50.89,50.95,,,,0.46511627906976744,10000.0,0.0,0.0,10000.0,0,0.0,9998.038
2016-09-26 00:00:00+00:00,50.53,49.45,,,,0.5116279069767442,10000.0,0.0,0.0,10000.0,0,0.0,9703.689
2016-09-27 00:00:00+00:00,49.5,50.41,,,,0.5116279069767442,10000.0,0.0,0.0,10000.0,0,0.0,9892.071
2016-09-28 00:00:00+00:00,50.67,50.66,,,,0.4824561403508772,10000.0,0.0,0.0,10000.0,0,0.0,9941.13
2016-09-29 00:00:00+00:00,50.58,51.14,,,,0.4824561403508772,10000.0,0.0,0.0,10000.0,0,0.0,10035.32
2016-09-30 00:00:00+00:00,51.39,52.47,,,,0.4824561403508772,10000.0,0.0,0.0,10000.0,0,0.0,10296.311
2016-10-03 00:00:00+00:00,52.24,53.25,,,,0.4824561403508772,10000.0,0.0,0.0,10000.0,0,0.0,10449.371
2016-10-04 00:00:00+00:00,54.21,53.73,,,,0.4824561403508772,10000.0,0.0,0.0,10000.0,0,0.0,10543.563
2016-10-05 00:00:00+00:00,53.82,53.82,,,,0.4824561403508772,10000.0,0.0,0.0,10000.0,0,0.0,10561.225
2016-10-06 00:00:00+00:00,53.6,53.98,,69.06667,,0.4857142857142857,10000.0,0.0,0.0,10000.0,0,0.0,10592.621
2016-10-07 00:00:00+00:00,53.79,52.82,,69.7128,1.3842863,0.4824561403508772,10000.0,0.0,0.0,10000.0,0,0.0,10364.992
2016-10-10 00:00:00+00:00,53.06,54.2,,60.54422,1.4064293,0.4824561403508772,10000.0,0.0,0.0,10000.0,0,0.0,10635.793
2016-10-11 00:00:00+00:00,54.81,53.52,,70.366486,1.4257151,0.4824561403508772,10000.0,0.0,0.0,10000.0,0,0.0,10502.355
