feature,importance
neutral,0.04909135
vix_change_1d,0.046744585
Close_FFD,0.04621288
bollinger_lower,0.045195956
vix_ma5,0.044240933
ma21,0.04391438
ma_spread,0.043377284
price_to_sma200,0.042853396
atr_ratio,0.04284289
stochastic_oscillator,0.042821355
atr,0.042442665
vix_close,0.042288426
return_5d,0.041533038
rsi_slope,0.04102271
rsi,0.040477898
ma7,0.039702326
sma200,0.03920715
macd,0.0390696
bollinger_upper,0.03900951
return_1d,0.03879357
return_21d,0.038323127
mean_sentiment_score,0.037666306
volatility_21d,0.037398733
volume_ratio,0.03576988
negative,0.0
positive,0.0
